pl_hostname,pl_letter,st_dist,st_glat,st_glon,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_masse,pl_rade
HD 102195,b,28.98,61.050029,267.218171,,,,140.00000,
HD 102272,b,164.20,70.022167,250.293857,0.614000,0.001000,-0.001000,1875.11800,
HD 102272,c,164.20,70.022167,250.293857,1.570000,0.050000,-0.050000,826.32300,
HD 102329,b,138.50,61.746619,266.983709,2.010000,,,1880.00000,
HD 102365,b,9.24,20.710077,289.799073,0.460000,0.040000,-0.040000,16.00000,
HD 102956,b,121.07,57.699218,137.972397,0.081000,0.002000,-0.002000,305.10400,
HD 103197,b,49.33,11.497695,293.448514,,,,31.78166,
HD 104067,b,20.82,40.860006,286.654418,0.264300,0.004500,-0.004500,59.11390,
HD 104985,b,102.04,39.917103,126.321539,0.780000,,,2000.00000,
HD 106252,b,37.44,70.713178,273.502761,2.611000,0.026000,-0.026000,2200.00000,
HD 106270,b,87.87,52.228706,287.595668,4.300000,,,3500.00000,
HD 10647,b,17.35,-61.769326,286.897363,2.030000,0.150000,-0.150000,300.00000,
HIP 59743A,b,36.36,54.507094,287.285812,,,,3337.00000,
HD 10697,b,32.56,-41.043341,139.671366,2.131000,0.018000,-0.018000,1970.00000,
HD 107148,b,51.26,58.575395,287.371830,0.269000,0.016000,-0.016000,66.74100,
HD 108147,b,38.56,-1.290217,300.125329,0.102000,0.005900,-0.005900,83.00000,
HD 108863,b,138.50,82.939960,258.985622,1.400000,,,826.00000,
HD 108874,b,68.54,83.624599,253.571088,1.053000,0.061000,-0.061000,426.00000,
HD 108874,c,68.54,83.624599,253.571088,2.770000,0.160000,-0.160000,338.20000,
HD 109246,b,65.62,42.573013,124.683863,0.330000,0.080000,-0.080000,244.71900,
HD 109749,b,59.03,21.980192,300.042221,0.063500,,,89.00000,
HD 110014,b,97.66,54.752220,297.697047,2.140000,0.030000,-0.030000,3525.00000,
HD 111232,b,28.88,-5.554526,302.694112,1.970000,,,2160.00000,
HD 113538,b,15.71,10.373918,305.025704,0.710000,0.010000,-0.010000,85.81050,
HD 113538,c,15.71,10.373918,305.025704,2.430000,0.060000,-0.060000,225.65000,
HD 114386,b,28.04,27.651165,307.373028,1.650000,,,394.09260,
HIP 64295,c,28.04,27.651165,307.373028,,,,377.00000,
HD 114729,b,35.00,30.780665,308.195212,2.110000,0.120000,-0.120000,300.00000,
HD 114762,b,40.57,79.246772,330.658680,0.363000,0.021000,-0.021000,3710.00000,
HD 114783,b,20.43,60.162079,313.669265,1.160000,0.019000,-0.019000,350.00000,
HD 11506,b,53.82,-73.994616,187.757215,2.430000,0.240000,-0.120000,1093.28900,
HD 11506,c,53.82,-73.994616,187.757215,0.639000,0.007000,-0.017000,260.61000,
HD 116029,b,110.62,82.977258,13.885099,1.730000,,,667.00000,
HD 117207,b,33.01,26.665355,311.552426,3.790000,0.220000,-0.220000,597.00000,
HD 117618,b,38.02,15.028259,310.111452,0.176000,0.010000,-0.010000,56.60000,
HD 118203,b,88.57,62.261510,109.344272,0.070000,,,677.00000,
HD 11964,b,33.98,-67.090456,168.577683,3.160000,0.190000,-0.190000,198.00000,
HD 11964,c,33.98,-67.090456,168.577683,0.229000,0.013000,-0.013000,25.00000,
HD 11977,b,66.49,-48.355358,293.925449,1.930000,,,2080.00000,
HD 121504,b,44.37,5.657071,312.085268,0.330000,,,388.00000,
HD 122430,b,133.16,32.842789,321.704543,1.020000,,,1180.00000,
HD 125595,b,27.45,19.316652,320.911149,0.080900,0.001400,-0.001400,13.12580,
HD 125612,b,52.83,40.395578,331.389895,1.370000,,,968.00000,
HD 125612,c,52.83,40.395578,331.389895,0.050000,,,18.00000,
HD 125612,d,52.83,40.395578,331.389895,4.200000,,,2286.00000,
HD 126525,b,38.05,8.175663,317.624816,1.810500,,,71.19000,
HD 126614,b,68.35,50.315234,342.012778,2.350000,0.020000,-0.020000,120.00000,
HD 12661,b,37.16,-34.582301,143.063016,0.831000,0.048000,-0.048000,731.00000,
HD 12661,c,37.16,-34.582301,143.063016,2.900000,0.170000,-0.170000,610.00000,
HD 128311,b,16.57,59.837362,2.729702,1.086000,0.008000,-0.008000,461.00000,
HD 128311,c,16.57,59.837362,2.729702,1.745000,0.017000,-0.017000,1030.00000,
HD 129445,b,67.61,-8.170266,313.038172,2.900000,0.200000,-0.200000,508.50700,
HD 130322,b,29.76,50.891193,353.214842,0.089600,0.000600,-0.000600,331.00000,
HD 131496,b,121.36,60.588702,21.811605,2.090000,,,699.00000,
HD 131664,b,57.21,-12.929855,311.837849,3.170000,0.030000,-0.030000,5768.37100,
HD 13189,b,300.30,-27.708512,141.567826,1.850000,0.350000,-0.350000,4400.00000,
HD 132406,b,70.97,55.010121,90.149308,1.980000,,,1782.95100,
HD 132563,b,98.52,59.442534,74.894377,2.620000,0.040000,-0.040000,473.54700,
HD 134060,b,24.15,-2.921059,318.807005,0.044400,,,11.16000,
HD 134060,c,24.15,-2.921059,318.807005,2.226300,,,47.89500,
HD 134606,b,26.91,-10.930882,314.434672,0.102300,,,9.28000,
HD 134606,c,26.91,-10.930882,314.434672,0.296200,,,12.14000,
HD 134606,d,26.91,-10.930882,314.434672,1.156700,,,38.46000,
HD 134987,b,25.65,27.386414,339.186087,0.810000,0.020000,-0.020000,505.00000,
HD 134987,c,25.65,27.386414,339.186087,5.800000,0.500000,-0.500000,260.00000,
HD 136352,b,14.56,7.378274,327.077219,0.093300,,,5.27600,
HD 136352,c,14.56,7.378274,327.077219,0.166500,,,11.38000,
HD 136352,d,14.56,7.378274,327.077219,0.411000,,,9.50000,
HD 136418,b,106.38,56.567369,68.487010,1.320000,0.030000,-0.030000,635.63300,
HD 137388,b,38.45,-19.582249,309.743435,0.890000,0.020000,-0.020000,70.87310,
HD 13808,b,28.60,-59.460400,279.093809,0.101700,,,10.33000,
HD 13808,c,28.60,-59.460400,279.093809,0.247600,,,11.40000,
HD 13931,b,45.52,-16.447877,138.831694,5.150000,0.290000,-0.290000,597.00000,
HD 139357,b,121.36,49.847437,86.159535,2.360000,0.200000,-0.200000,3101.89000,
HD 141937,b,33.46,26.781275,351.888654,1.520000,,,3080.00000,
HD 142022 A,b,35.87,-23.317230,307.720278,3.030000,0.050000,-0.050000,1600.00000,
HD 142245,b,106.38,46.383524,26.943759,2.770000,,,604.00000,
HD 142415,b,34.57,-5.253831,324.177899,1.050000,,,515.00000,
HD 142,b,25.64,-66.386565,321.587087,1.045000,0.061000,-0.061000,416.00000,
HD 143361,b,59.35,6.274062,334.969392,2.000000,,,991.58800,
HD 145377,b,55.19,17.538805,348.638427,0.450000,0.004000,-0.004000,1830.62400,
HD 145457,b,126.10,46.030237,44.301478,0.760000,,,921.66800,
HD 1461,b,23.44,-69.408826,99.302569,0.063438,0.000018,-0.000018,7.60000,
HD 1461,c,23.44,-69.408826,99.302569,0.111700,,,5.91100,
HD 147018,b,42.68,-8.440474,325.411862,0.238800,0.003900,-0.003900,674.00000,
HD 147018,c,42.68,-8.440474,325.411862,1.922000,0.039000,-0.039000,2080.00000,
HD 147513,b,12.87,7.212732,341.620812,1.320000,,,385.00000,
HD 148156,b,53.05,1.701676,337.022602,2.450000,0.040000,-0.050000,270.14400,
HD 148427,b,59.28,23.581615,2.417369,0.930000,0.010000,-0.010000,310.00000,
HD 149026,b,78.86,43.283307,61.296758,0.043200,0.002000,-0.001700,114.40000,8.450
HD 149143,b,63.49,31.481715,17.516745,0.053000,,,423.00000,
HD 149382,b,76.51,27.897819,11.816054,,,,4930.00000,
HD 1502,b,167.50,-48.084195,111.216101,1.310000,,,985.00000,
HD 150433,b,29.55,27.119711,13.946174,1.930300,,,53.39000,
HD 152079,b,85.18,-1.568839,339.892243,3.200000,2.100000,-2.100000,953.45000,
HD 152581,b,182.82,31.490882,30.611579,1.480000,,,477.00000,
HD 153950,b,51.87,-1.231061,343.476552,1.280000,0.010000,-0.010000,867.63900,
HD 154088,b,18.08,7.673570,355.237225,0.131600,,,6.13400,
HD 154345,b,18.06,37.663548,73.022221,4.190000,0.260000,-0.260000,300.97200,
HD 154672,b,65.79,-9.759043,333.385298,0.600000,,,1600.00000,
HD 154857,b,68.54,-10.025285,333.288207,1.200000,0.200000,-0.200000,570.00000,
HD 155358,b,43.40,34.774314,56.283883,0.640000,0.010000,-0.010000,270.00000,
HD 155358,c,43.40,34.774314,56.283883,1.020000,0.020000,-0.020000,261.00000,
HD 156279,b,35.37,35.081848,93.085409,0.495000,0.017000,-0.017000,3086.00000,
HD 156411,b,55.10,-6.463043,340.791106,,,,238.36246,
HD 156668,b,24.05,32.114439,51.968206,0.050000,0.000700,-0.000700,4.15000,
HD 156846,b,49.00,9.982396,5.034468,1.096000,0.021000,-0.021000,3359.32000,
HD 157172,b,33.48,9.432559,5.059542,0.416000,,,38.10000,
HD 158038,b,114.15,29.866332,50.396886,1.520000,,,572.00000,
HD 159868,b,52.72,-6.313158,347.174666,2.000000,0.300000,-0.300000,540.28800,
HD 160691,b,15.28,-11.498059,340.060663,1.497000,,,532.66100,
HD 160691,c,15.28,-11.498059,340.060663,5.235000,,,576.51900,
HD 160691,d,15.28,-11.498059,340.060663,0.090940,,,10.55470,
HD 160691,e,15.28,-11.498059,340.060663,0.921000,,,165.86800,
HD 16141,b,35.91,-55.778530,173.939962,0.363000,0.021000,-0.021000,82.60000,
HD 16175,b,59.84,-16.639863,143.083970,2.100000,0.080000,-0.080000,1398.00000,
HD 162020,b,31.26,-6.726065,350.738993,0.074000,,,4580.00000,
HD 163607,b,69.44,30.172995,84.613797,0.360000,,,245.00000,
HD 163607,c,69.44,30.172995,84.613797,2.420000,,,727.80000,
HD 16417,b,25.54,-66.237788,237.693025,0.140000,0.010000,-0.010000,22.10000,
HD 164509,b,51.81,11.136603,27.263636,0.875000,,,153.00000,
HD 164604,b,37.98,-3.118567,2.263568,1.300000,0.050000,-0.050000,858.10500,
HD 164922,b,21.92,21.785742,52.297843,2.110000,0.130000,-0.130000,114.41400,
HIP 89354,b,42.99,-11.648128,350.821970,,,,1310.00000,
HD 167042,b,50.00,27.547296,82.547690,1.300000,,,540.00000,
HD 16760,b,50.18,-19.323913,145.591012,1.130000,0.030000,-0.030000,4544.77754,
HD 168443,b,37.88,2.506944,20.814733,0.300000,0.017000,-0.017000,2548.88922,
HD 168443,c,37.88,2.506944,20.814733,2.910000,0.170000,-0.170000,5752.48100,
HD 168746,b,43.12,1.030458,18.963816,0.065000,,,73.09782,
HD 1690,b,7.01,-69.841172,100.754001,1.300000,0.020000,-0.020000,1938.68000,
HD 169830,b,36.32,-8.471045,3.686706,0.810000,,,915.31184,
HD 169830,c,36.32,-8.471045,3.686706,3.600000,,,1283.97911,
HD 170469,b,64.98,10.190968,40.940178,2.100000,,,212.93700,
HD 17092,b,,-9.074674,141.303151,1.290000,0.050000,-0.050000,1461.95641,
HD 171028,b,,7.411306,36.967568,1.290000,,,581.60400,
HD 171238,b,44.05,-9.054434,5.945468,2.540000,0.060000,-0.060000,826.32319,
HD 17156,b,78.25,10.993765,131.989844,0.162300,0.001500,-0.002000,1020.82700,11.467
HD 173416,b,134.95,17.219425,65.742045,1.160000,0.060000,-0.060000,858.10485,
HD 175167,b,67.02,-26.087942,325.362763,2.400000,0.050000,-0.050000,2478.97000,
HD 175541,b,127.55,1.001771,37.211461,1.030000,,,193.86813,
HD 176051,b,14.98,13.265764,63.348231,,,,476.72500,
HD 177830,b,59.03,8.671962,57.684200,1.221800,0.000800,-0.000800,473.54700,
HD 177830,c,59.03,8.671962,57.684200,0.513700,0.000300,-0.000300,47.67250,
HD 178911 B,b,46.73,11.693783,65.991560,0.320000,,,1999.70200,
HD 179079,b,63.69,-5.590300,32.827590,0.110000,,,25.42533,
HD 179949,b,27.05,-15.785866,13.455506,0.045000,0.001000,-0.001000,301.92578,
HIP 94576,b,131.75,9.418934,64.010376,1.400000,,,6991.97000,
HD 180902,b,114.55,-16.329700,14.398802,1.390000,0.040000,-0.040000,508.50700,
HD 181342,b,115.47,-16.728267,14.505024,1.780000,0.070000,-0.070000,1048.79000,
HD 181433,b,26.15,-28.044572,329.513763,0.080000,,,7.56404,
HD 181433,c,26.15,-28.044572,329.513763,1.760000,,,203.40263,
HD 181433,d,26.15,-28.044572,329.513763,3.000000,,,171.62100,
HD 181720,b,55.93,-20.486595,5.516710,,,,117.59215,
HD 183263,b,52.83,-4.309800,44.609354,1.520000,,,1172.74329,
HD 183263,c,52.83,-4.309800,44.609354,4.250000,0.470000,-0.470000,1214.05900,
HD 185269,b,47.37,3.580696,63.271653,0.077000,,,298.74761,
HD 187085,b,44.98,-27.119872,2.201901,2.050000,,,238.36246,
HD 187123,b,47.92,4.680152,69.465917,0.042000,,,165.26464,
HD 187123,c,47.92,4.680152,69.465917,4.890000,0.530000,-0.530000,632.45500,
HD 18742,b,127.88,-60.004592,207.804780,1.920000,,,858.00000,
HD 188015,b,52.63,0.542882,64.560437,1.190000,,,400.44893,
HD 189567,b,17.72,-31.989457,328.465623,0.109900,,,10.04000,
HD 189733,b,19.25,-3.922181,60.963018,0.030990,0.000600,-0.000630,359.13277,12.756
HD 190228,b,62.11,-1.405387,65.993440,2.310000,,,1585.90489,
HD 190360,b,15.89,-0.672376,67.410863,3.920000,0.200000,-0.200000,477.36055,
HD 190360,c,15.89,-0.672376,67.410863,0.128000,0.002000,-0.002000,18.11555,
HD 190647,b,54.23,-30.032368,5.661425,2.070000,0.060000,-0.060000,603.85200,
HD 190984,b,189.39,-32.857952,331.579027,,,,985.23149,
HD 192263,b,19.89,-18.697767,41.874902,0.150000,,,228.82800,
HD 192310,b,8.82,-29.397370,15.624477,0.320000,0.005000,-0.005000,16.90000,
HD 192310,c,8.82,-29.397370,15.624477,1.180000,0.025000,-0.025000,24.00000,
HD 192699,b,67.39,-16.492966,47.130525,1.160000,,,794.54153,
HD 195019,b,37.35,-11.475542,61.155942,0.138800,0.008000,-0.008000,1175.92100,
HD 196050,b,46.93,-36.359517,335.918930,2.500000,,,953.44983,
HIP 102125,b,43.57,-33.048452,318.444099,,,,2257.00000,
HD 196885,b,32.99,-17.985355,56.309425,2.370000,0.020000,-0.020000,819.96700,
HD 197037,b,32.83,0.412927,81.677148,2.070000,0.050000,-0.050000,251.00000,
HD 19994,b,22.38,-47.341631,181.504140,1.420000,,,533.93191,
HD 20003,b,43.08,-41.176327,289.876781,0.097400,,,12.01000,
HD 20003,c,43.08,-41.176327,289.876781,0.196100,,,13.41000,
HD 200964,b,68.35,-27.635478,53.564734,1.710000,0.040000,-0.040000,603.85200,
HD 200964,c,68.35,-27.635478,53.564734,2.030000,0.060000,-0.060000,413.16200,
HD 202206,b,46.34,-40.504518,27.950002,0.830000,,,5530.00903,
HD 202206,c,46.34,-40.504518,27.950002,2.550000,,,775.47253,
HD 20367,b,27.13,-22.101493,156.320123,1.250000,,,340.06377,
HD 2039,b,89.85,-60.083260,310.403585,2.200000,0.200000,-0.200000,1557.30139,
HD 204313,b,47.30,-43.728032,28.027798,3.082000,0.055000,-0.055000,1287.15727,
HD 204313,c,47.30,-43.728032,28.027798,0.210300,,,17.20000,
HD 204941,b,26.95,-44.424347,29.459195,2.560000,0.080000,-0.080000,84.53920,
HD 205739,b,90.33,-47.999168,14.613677,0.896000,0.019000,-0.015000,435.40876,
HD 206610,b,170.07,-41.348121,47.876544,1.680000,0.050000,-0.050000,699.19700,
HD 20781,b,35.89,-57.273304,224.672577,0.169000,,,12.05000,
HD 20781,c,35.89,-57.273304,224.672577,0.345600,,,15.76000,
HD 20782,b,36.02,-57.278479,224.802219,1.381000,0.005000,-0.005000,603.85156,
HD 20794,b,6.06,-56.076800,250.746259,0.120700,0.002000,-0.002000,2.70000,
HD 20794,c,6.06,-56.076800,250.746259,0.203600,0.003400,-0.003400,2.40000,
HD 20794,d,6.06,-56.076800,250.746259,0.349900,0.005900,-0.005900,4.80000,
HD 208487,b,43.99,-52.127118,5.411060,0.490000,0.040000,-0.040000,143.01747,
HD 20868,b,44.50,-57.334925,233.839264,0.947000,0.012000,-0.012000,632.45506,
HD 209458,b,47.08,-28.526856,76.753292,0.047070,0.000460,-0.000470,217.70438,14.796
HD 210277,b,21.29,-46.965096,52.350323,1.100000,0.020000,-0.020000,390.91443,
HD 210702,b,55.93,-32.021007,76.293469,1.170000,,,635.63300,
HD 212301,b,52.72,-36.780364,311.909022,0.036000,,,143.01700,
HD 212771,b,121.80,-55.291110,41.794446,1.220000,0.030000,-0.030000,730.97800,
HD 213240,b,40.75,-55.072452,343.719946,2.030000,,,1430.17475,
HD 215152,b,21.52,-53.198176,61.338158,0.065200,,,2.77000,
HD 215152,c,21.52,-53.198176,61.338158,0.085200,,,3.08000,
HD 215456,b,38.64,-57.458697,342.305510,0.652000,,,32.10000,
HD 215456,c,38.64,-57.458697,342.305510,3.394000,,,78.18000,
HD 215497,b,43.53,-53.102659,331.295333,,,,5.40288,
HD 215497,c,43.53,-53.102659,331.295333,,,,104.87948,
HD 216435,b,33.29,-58.709838,341.693410,2.560000,0.170000,-0.170000,400.44893,
HD 216437,b,26.52,-43.905396,316.272217,2.700000,,,667.41488,
HD 216770,b,37.89,-64.291081,27.308602,0.460000,,,206.58100,
HD 21693,b,32.31,-48.724670,272.909794,0.148400,,,10.23000,
HD 21693,c,32.31,-48.724670,272.909794,0.264400,,,20.56900,
HD 217107,b,19.72,-53.324016,70.474077,0.073000,0.001000,-0.001000,422.69609,
HD 217107,c,19.72,-53.324016,70.474077,5.270000,0.360000,-0.360000,791.36336,
HD 217786,b,54.92,-52.735612,74.194184,2.380000,0.040000,-0.040000,4131.62000,
HD 218566,b,29.94,-55.106682,74.013661,0.687300,0.000800,-0.000800,66.74150,
HD 219449,b,45.52,-61.112023,67.071988,0.300000,,,921.66817,
HD 219828,b,81.10,-39.013487,94.265779,0.052000,,,20.97590,
HIP 115662,b,45.23,-69.419219,46.760446,,,,377.00000,
HD 220773,b,48.43,-48.724868,90.039729,4.940000,0.200000,-0.200000,460.80000,
HD 221287,b,52.88,-55.902883,321.703012,1.250000,0.040000,-0.040000,982.05300,
HD 222582,b,41.95,-63.151888,81.758521,1.350000,0.080000,-0.080000,2463.07874,
HD 224693,b,94.07,-77.401250,52.018930,0.233000,,,225.64979,
HD 22781,b,31.79,-18.567090,160.071964,1.167000,0.039000,-0.039000,4338.20000,
HD 23079,b,34.60,-49.652393,264.319295,1.650000,,,829.50135,
HD 23127,b,89.13,-46.483414,273.942917,2.400000,0.300000,-0.300000,476.72500,
HD 231701,b,108.46,-1.214977,52.175020,0.530000,,,317.81700,
HD 23596,b,51.97,-10.900346,155.551708,2.720000,,,2285.10143,
HD 240210,b,,-3.184851,109.493786,1.330000,,,2192.93500,
HD 240237,b,307.69,-2.502874,110.521002,1.900000,,,1680.00000,
HD 25171,b,56.05,-42.290052,278.805606,3.020000,0.160000,-0.160000,301.92600,
HD 2638,b,53.71,-68.034840,108.544445,0.044000,,,152.55197,
HD 27442,b,18.24,-42.563141,270.204259,1.180000,,,406.80526,
HIP 20199,b,44.54,-45.364829,246.323831,,,,540.30000,
HD 27894,b,42.37,-42.009689,270.101716,0.122000,,,197.04630,
HD 28185,b,39.56,-36.930958,205.593395,1.030000,,,1811.55500,
HD 28254,b,56.18,-43.590241,258.281637,,,,368.66727,
HD 285968,b,9.42,-17.426435,180.015407,0.066000,,,8.42214,
HD 28678,b,168.92,-28.197912,190.821451,1.240000,,,540.00000,
HD 290327,b,54.92,-20.581228,204.612647,,,,807.25419,
HD 30177,b,54.71,-39.734031,267.369772,3.860000,0.900000,-0.900000,2914.37832,
HD 30562,b,26.50,-29.824001,203.396346,2.300000,0.020000,-0.020000,409.98343,
HD 30856,b,121.07,-36.653814,224.272147,2.000000,,,572.00000,
HD 31253,b,53.82,-19.044108,187.392137,1.260000,0.006000,-0.006000,158.90800,
HD 31527,b,38.01,-35.153283,223.389266,0.125300,,,11.54000,
HD 31527,c,38.01,-35.153283,223.389266,0.266500,,,15.83000,
HD 31527,d,38.01,-35.153283,223.389266,0.818100,,,16.49000,
HD 32518,b,117.37,17.121583,142.122763,0.590000,0.030000,-0.030000,966.16250,
HD 330075,b,50.20,3.376207,329.806725,0.043000,,,241.54062,
HD 33142,b,136.80,-29.226453,214.337621,1.060000,,,413.00000,
HD 33283,b,86.88,-33.505333,228.496876,0.168000,,,104.87948,
HD 33564,b,20.98,22.648095,133.734459,1.100000,,,2892.13116,
HD 34445,b,45.01,-17.021819,195.038274,2.070000,0.020000,-0.020000,250.00000,
HD 3651,b,11.11,-41.533090,119.172655,0.295000,0.003000,-0.003000,72.80000,
HD 37124,b,33.24,-5.973532,185.962494,0.530000,,,193.86800,
HD 37124,c,33.24,-5.973532,185.962494,3.190000,0.180000,-0.180000,217.06875,
HD 37124,d,33.24,-5.973532,185.962494,1.640000,0.100000,-0.100000,198.31757,
HD 37605,b,42.88,-12.895244,199.104470,0.250000,,,730.97821,
HIP 26380,b,37.78,-31.153490,284.821794,1.020000,0.070000,-0.070000,108.05800,
HD 38529,b,42.43,-13.836886,204.317354,0.129000,,,247.89696,
HD 38529,c,42.43,-13.836886,204.317354,3.680000,,,4036.27096,
HD 38801,b,99.40,-17.863035,213.267761,1.700000,0.037000,-0.037000,3400.64000,
HD 38858,b,15.56,-15.841782,209.378147,1.037600,,,30.54000,
HD 39091,b,18.21,-29.776203,292.513482,3.290000,,,3289.40192,
HD 39194,b,25.59,-31.055885,280.615564,0.051900,,,3.71800,
HD 39194,c,25.59,-31.055885,280.615564,0.095400,,,5.94300,
HD 39194,d,25.59,-31.055885,280.615564,0.172000,,,5.14900,
HD 40307,b,12.83,-30.340297,268.814307,0.047000,,,4.19518,
HD 40307,c,12.83,-30.340297,268.814307,0.081000,,,6.86484,
HD 40307,d,12.83,-30.340297,268.814307,0.134000,,,9.15300,
HD 40979,b,33.33,10.871678,168.495027,0.811000,,,1055.15115,
HD 41004 A,b,43.03,-28.196110,255.488574,1.640000,,,807.25419,
HD 41004 B,b,43.03,-28.196126,255.488742,0.017700,,,5838.29000,
HD 4113,b,44.05,-79.008869,311.465495,1.280000,,,495.79391,
HD 4203,b,77.82,-42.394716,120.790360,1.164000,0.067000,-0.067000,657.88038,
HD 4208,b,32.70,-88.323786,53.969069,1.700000,,,254.25329,
HD 4308,b,21.85,-51.463851,304.054088,0.118000,0.009000,-0.009000,12.87157,
HD 4313,b,131.41,-54.998837,120.442132,1.190000,0.030000,-0.030000,730.97800,
HD 43197,b,54.94,-20.738599,236.814792,,,,190.68997,
HD 43691,b,93.20,11.932807,172.649463,0.240000,,,791.36336,
HD 43848,b,37.05,-23.514619,247.919577,3.400000,,,7945.41528,
HD 44219,b,50.43,-11.743341,219.077954,,,,184.33363,
HD 45184,b,22.04,-18.072800,236.625464,0.063800,,,13.00000,
HD 45350,b,48.95,12.613545,175.387961,1.920000,0.067000,-0.067000,568.89173,
HD 45364,b,32.58,-18.866953,239.355049,0.681300,,,59.49527,
HD 45364,c,32.58,-18.866953,239.355049,0.897200,,,209.09155,
HD 45652,b,36.14,0.109437,200.683896,0.230000,,,149.37381,
HD 46375,b,33.41,-1.545774,205.991660,0.041000,,,79.13634,
HD 47186,b,37.84,-15.306684,236.502898,0.050000,,,22.77792,
HD 47186,c,37.84,-15.306684,236.502898,2.395000,,,111.42968,
HD 47536,b,121.36,-16.777864,241.181679,,,,1589.08306,
HD 47536,c,121.36,-16.777864,241.181679,,,,2224.71628,
HD 48265,b,87.41,-21.780536,257.527069,1.510000,,,368.66727,
HD 49674,b,40.73,17.371504,175.338750,0.058000,0.003300,-0.003300,36.54900,
HD 50499,b,47.26,-14.625739,243.878274,3.860000,0.060000,-0.060000,543.46640,
HD 50554,b,31.03,11.469658,191.410151,2.380000,,,1557.30139,
HD 51608,b,34.07,-21.539054,265.155834,0.105900,,,13.13000,
HD 51608,c,34.07,-21.539054,265.155834,0.379100,,,17.96000,
HD 52265,b,28.07,-0.480917,218.717350,0.490000,0.008000,-0.008000,359.13277,
HD 5319,b,100.00,-62.068868,124.845632,1.750000,,,616.56423,
HD 5388,b,53.28,-69.708810,301.097037,,,,622.92056,
HD 5891,b,150.60,-42.527887,125.832726,0.760000,,,2420.00000,
HD 59686,b,92.51,16.441980,201.804004,0.911000,,,1668.53721,
HD 60532,b,25.70,-1.189628,237.497979,0.770000,,,1002.65000,
HD 60532,c,25.70,-1.189628,237.497979,1.580000,,,2371.99000,
HD 62509,b,10.34,23.406346,192.229328,1.690000,0.030000,-0.030000,921.66817,
HD 63454,b,35.80,-24.138304,290.354290,0.036000,,,120.77000,
HD 63765,b,32.62,-14.094317,267.196696,0.940000,0.016000,-0.016000,203.40300,
HD 6434,b,40.32,-77.337312,291.211336,0.150000,,,152.55197,
HD 65216,b,35.59,-17.614028,276.274504,1.370000,,,384.55810,
HIP 38558,c,35.59,-17.614028,276.274504,,,,712.00000,
HD 66428,b,55.04,15.418081,222.426215,3.180000,0.190000,-0.190000,896.24300,
HD 6718,b,55.01,-70.711886,135.281047,,,,524.39741,
HD 68988,b,58.82,33.919123,155.263155,0.071000,,,603.85156,
HD 69830,b,12.58,12.823793,234.563448,0.078500,,,10.48800,
HD 69830,c,12.58,12.823793,234.563448,0.186000,,,12.07703,
HD 69830,d,12.58,12.823793,234.563448,0.630000,,,18.43336,
HD 70573,b,,21.112152,222.065941,1.760000,0.050000,-0.050000,1938.68133,
HD 70642,b,28.76,-1.672688,257.612364,3.300000,,,635.63322,
HD 7199,b,35.88,-50.823757,299.842421,1.360000,0.020000,-0.020000,92.16680,
HD 72659,b,51.36,21.881152,226.753797,4.160000,,,940.73717,
HD 73256,b,36.52,6.450922,251.537675,0.037000,,,594.31706,
HD 73267,b,53.05,3.792466,255.086315,2.198000,0.025000,-0.025000,972.51883,
HD 73526,b,94.61,-0.185726,260.681157,0.660000,0.050000,-0.050000,921.66817,
HD 73526,c,94.61,-0.185726,260.681157,1.050000,0.080000,-0.080000,794.54153,
HD 73534,b,96.99,29.698263,213.052894,3.150000,,,365.48910,
HD 74156,b,64.56,26.705201,221.985014,0.294000,,,597.49500,
HD 74156,c,64.56,26.705201,221.985014,3.850000,,,2552.06739,
HD 74156,d,64.56,26.705201,221.985014,1.010000,,,125.85500,
HD 7449,b,38.52,-67.246005,137.918787,2.300000,0.040000,-0.040000,352.77600,
HD 7449,c,38.52,-67.246005,137.918787,4.960000,0.200000,-0.300000,635.63300,
HD 75289,b,28.94,1.089574,262.209386,0.046000,,,133.48298,
HD 75898,b,80.58,38.936477,190.969977,1.190000,,,797.71969,
HD 76700,b,59.70,-13.917959,282.490790,0.049000,0.004000,-0.004000,62.60987,
HD 7924,b,16.82,13.945745,124.735699,0.057000,,,9.21668,
HD 79498,b,48.64,41.321994,204.702265,3.130000,0.080000,-0.080000,425.90000,
HD 80606,b,29.04,44.311295,167.429268,0.449000,0.006000,-0.006000,1252.19745,11.534
HD 81040,b,32.56,42.326765,209.363802,1.940000,,,2180.22195,
HD 81688,b,88.26,46.074968,174.226664,0.810000,,,858.10485,
HD 82886,b,112.23,47.768699,190.027568,1.650000,,,413.00000,
HD 82943,b,27.46,28.251215,245.842637,1.180000,,,556.00000,
HD 82943,c,27.46,28.251215,245.842637,0.747000,,,639.00000,
HD 83443,b,43.53,6.679256,269.595451,0.040600,0.002300,-0.002300,127.00000,
HD 8535,b,56.34,-74.388894,279.920575,,,,200.22446,
HD 85390,b,33.96,3.185510,275.545963,,,,44.49433,
HD 85512,b,11.15,8.159949,271.675935,0.260000,0.005000,-0.005000,3.60000,
HD 8574,b,44.15,-33.719514,131.850302,0.757000,0.005000,-0.005000,572.00000,
HD 86081,b,91.16,37.609730,242.200793,0.039000,,,476.72492,
